"id","document_id","item_id","item","required_qty","unit_of_measurement","rfq_no"
"1242","TD22042685","Item220426934","TYRES 245/70 R16","30","each","10222924"
"1243","TD22042685","Item220426852","VALVE 413 TUBELESS","30","each","10222924"
"1244","TD22042649","Item220426689","FUEL PUMP ","10","each","10226918"
"1245","TD22042613","Item220426912","NISSAN UD70 CLUTCH KIT ","3","each","10226912"
"1246","TD2204277","Item220427939","CISCO 48 PORT SWITCH","3","each","10228208"
"1247","TD22042863","Item220428899","HPCF410A (305A) BK TONER CARTRIDGES","4","each","10229175"
"1248","TD22042863","Item22042839","HPCF 411A (305A) CYAN TONER CARTRIDGES","2","each","10229175"
"1249","TD22042863","Item220428628","HPCF 413(305A) YELLOW TONER CARTRIDGES","2","each","10229175"
"1250","TD22042863","Item220428226","HPCF 412A (305A) MAG TONER CARTRIGES","2","each","10229175"
"1251","TD22042812","Item220428170","CCTV REPLACEMENTS","1","each","10227178"
"1252","TD22050267","Item2205027","J-KIT 120-185MM2 PILC","20","each","10228478"
"1253","TD22050253","Item220502449","J-KIT 120-185MM2 XLPE","20","each","10228477"
"1254","TD22050325","Item220503931","CABLE TRENCHING","20","metres","10229551"
"1255","TD22050313","Item220503368","CABLE TRENCHING","40","metres","10229692"
"1256","TD22050582","Item220505992","DIGITAL MULTIMETER","13","each","10228096"
"1257","TD22050576","Item220505880","FUSE UNIT 32A TYPE NSP","9","each","10229133"
"1258","TD22050553","Item220505149","INSUL SHACKLE","36","each","10227885"
"1259","TD22050553","Item22050571","BOLT & NUT M12X120","30","each","10227885"
"1260","TD22050518","Item220505591","FUSE CARRIER 200/400A","9","each","10227888"
"1261","TD22050518","Item220505976","FUSE LUCY POLE 400A","12","each","10227888"
"1262","TD22050631","Item220506110","stay plate galv 5/8 16mm","35","each","10228692"
"1263","TD22050631","Item220506583","WIRE GALV 7/8","800","each","10228692"
"1264","TD22050631","Item220506616","ELECTRIC SOLDERING IRON ","35","each","10228692"
"1265","TD22050617","Item220506972","FUSE CARRIER 200/400A","9","each","10227888"
"1266","TD22050617","Item220506251","FUSE LUCY POLE 400A","12","each","10227888"
"1267","TD2205061","Item220506529","LUG CRIMPING 120MM X 20MM","24","each","10228640"
"1268","TD2205061","Item220506150","LUG CRIMPING 35MM X 12MM ","3","each","10228640"
"1269","TD2205061","Item220506987","STAY PLATE 5/8 16MM","4","each","10228640"
"1270","TD2205061","Item22050652","STAY WASHER SQUARE 16MM","4","each","10228640"
"1271","TD2205062","Item220506818","INSUL DISC PORCELAIN","30","each","10228687"
"1272","TD2205062","Item220506744","STAY PLATE 5/8 16MM","5","each","10228687"
"1273","TD2205062","Item220506871","WIRE GALV STAY 7/10","500","each","10228687"
"1274","TD2205066","Item220506205","NISSAN NP300 YD25 INJECTORS","8","each","10226925"
"1275","TD2205068","Item220506695","NISSAN NP300 YD25 INJECTORS","8","each","10226925"
"1276","TD22050620","Item22050673","NISSAN NP300 BRAKE DRUM & SHOES","10","each","10224532"
"1277","TD2205064","Item220506267","NISSAN NP300 YD25 INJECTORS","6","each","10226913"
"1278","TD22050976","Item220509512","SAFETY BELTS ","5","each","10225219"
"1279","TD22050967","Item220509614","INSUL DISC PORCELAIN","30","each","10228687"
"1280","TD22050967","Item220509892","STAY PLATE 5/8 16MM","5","each","10228687"
"1281","TD22050967","Item220509822","WIRE GALV STAY 7/10","500","each","10228687"
"1282","TD2205094","Item220509830","INSUL DISC PORCELAIN","30","each","10228687"
"1283","TD2205094","Item220509252","STAY PLATE 5/8 16MM","5","each","10228687"
"1284","TD2205094","Item220509371","WIRE GALV STAY 7/10","500","each","10228687"
"1285","TD22050964","Item220509678","INSUL DISC PORCELAIN","200","each","10228690"
"1286","TD22050946","Item220509485","TYRES 175/70R13","20","each","10228230"
"1287","TD22050946","Item220509263","TUBELESS VALVE 413","20","each","10228230"
"1288","TD22050924","Item220509877","TYRES 175/70R13","20","each","10228230"
"1289","TD22050924","Item220509921","TUBELESS VALVE 413","20","each","10228230"
"1290","TD22050938","Item220509734","STAY WASHER 5/8 16MM","6","each","10224959"
"1291","TD22050938","Item220509627","STAY BOW 5/8 16MM","6","each","10224959"
"1292","TD22050938","Item220509471","STAY ROD 16MM 5/8","6","each","10224959"
"1293","TD22050938","Item220509622","STAY PLATE  5/8 16MM","6","each","10224959"
"1294","TD22050917","Item220509678","WIRE GALV STAY 7/10","100","each","10229136"
"1295","TD22050917","Item220509941","EYE BOLT M16X180","12","each","10229136"
"1296","TD22050965","Item220509334","NISSAN NP300 BRAKE DRUM & SHOES","10","each","10224532"
"1297","TD22050956","Item22050987","NISSAN NP300 BRAKE DRUM & SHOES","10","each","10224532"
"1298","TD22050970","Item220509189","NISSAN NP300 BRAKE DRUM & SHOES","10","each","10224532"
"1299","TD22051130","Item220511354","SAFETY SHOES SIZE 3,4,5,6,7,8 & 9","100","each","10223613"
"1300","TD22051147","Item220511870","ZIMBABWE NATIONAL FLAG","30","each","10225382"
"1301","TD22051111","Item22051150","STRAP SHACKLE MV 16MM BOLT","300","each","10229778"
"1302","TD2205119","Item220511916","CRIMPING LUGS 185X16MM","500","each","10229776"
"1303","TD22051193","Item220511192","CRIMPING LUGS 185X12","500","each","10229775"
"1304","TD22051198","Item220511620","J-KIT 120-185MM2 XLPE","20","each","10229679"
"1305","TD22051121","Item220511786","JOINTING KIT 120-185MM2 3C 11KV PILC","20","each","10229777"
"1306","TD22051173","Item220511534","FLASHER UNIT","5","each","10227297"
"1307","TD22051166","Item22051145","FLASHER UNIT","5","each","10227297"
"1308","TD22051184","Item220511973","RELAY ASSY FLASH","20","each","10227296"
"1309","TD22051184","Item220511592","BULB # 264590","100","each","10227296"
"1310","TD22051184","Item220511940","BULB # 264591","100","each","10227296"
"1311","TD22051117","Item220511921","MITSUBISH L200 COLUMN SWITCH","5","each","10227302"
"1312","TD22051116","Item220511830","ISUZU KB 5TH GEN HT CABLES ","10","each","10226919"
"1313","TD22051118","Item220511222","BATTERY TERMINALS","50","each","10227312"
"1314","TD22051161","Item22051141","MITSUBISH L200 HEAD LAMP RH","10","each","10226342"
"1315","TD22051161","Item220511980","MITSUBISH SHOCK ABSORBER MB176291","10","each","10226342"
"1316","TD22051161","Item220511720","MITSUBISH SHOCK ABSORBER MB111214","10","each","10226342"
"1317","TD22051171","Item220511865","CRIMPING LUGS 185mmX12mm","500","each","10229775"
"1318","TD22051170","Item220511885","STRAP SHACKLE MV 16MM BOLT","300","each","10229778"
"1319","TD22051165","Item220511580","MITSUBISH L200 STARTER BUSHES ","50","each","10224217"
"1320","TD22051220","Item22051276","XEROX VERSALINK C7025 DRUM R1","2","each","10227455"
"1321","TD22051220","Item220512697","XEROX VERSALINK C7025 R2","2","each","10227455"
"1322","TD22051220","Item220512497","XEROX VERSALINK C7025 R3","2","each","10227455"
"1323","TD22051220","Item220512385","XEROX VERSALINK C7025 R4","2","each","10227455"
"1324","TD22051242","Item220512817","XEROX VERSALINK C7025 DRUM R1","2","each","10227455"
"1325","TD22051242","Item220512843","XEROX VERSALINK C7025 R2","2","each","10227455"
"1326","TD22051242","Item220512581","XEROX VERSALINK C7025 R3","2","each","10227455"
"1327","TD22051242","Item22051229","XEROX VERSALINK C7025 R4","2","each","10227455"
"1328","TD22051288","Item220512898","ZIMBABWE NATIONAL FLAG","30","each","10225382"
"1329","TD22051292","Item220512903","ZESA FLAG WIRH RAISING AND LOWERING TOGG","30","each","10225383"
"1330","TD2205182","Item220518899","FUSE LUCY POLE UNIT 400A 440V TYPE MCB","15","each","10230130"
"1331","TD22051846","Item220518400","FUSE LUCY POLE UNIT 400A 440V TYPE MCB","15","each","10230132"
"1332","TD22051815","Item220518718","FUSE LUCY POLE UNIT 400A 440V TYPE MCB","15","each","10230130"
"1333","TD22051862","Item220518159","XEROX VERSALINK  YELLOW","6","each","10227454"
"1334","TD22051862","Item220518409","XEROX VERSALINK CYAN","3","each","10227454"
"1335","TD22051862","Item22051842","XEROX VERSALINK MAGENTA","3","each","10227454"
"1336","TD22051862","Item220518176","XEROX VERSALINK BLACK","3","each","10227454"
"1337","TD22051947","Item220519921","J/KITS 120-185MM2 3C 11KV PILC","10","each","10230582"
"1338","TD22051947","Item220519112","J/KITS 120-185MM2 3C 11KV XLPE","10","each","10230582"
"1339","TD22051972","Item220519211","CABLE RECOVERY ","500","metres","10229745"
"1340","TD22051962","Item220519521","CABLE TRENCHING","350","each","10226880"
"1341","TD22051934","Item220519756","CABLE TRENCHING","20","each","10230111"
"1342","TD2205192","Item220519464","CABLE TRENCHING","50","each","10230021"
"1343","TD22051915","Item220519330","CABLE TRENCHING","200","each","10226314"
"1344","TD22052029","Item220520768","ROOF  REPAIRS","1","each","10227568"
"1345","TD22052080","Item220520406","DUST SUCTION/ CLEANING ","1","each","10229193"
"1346","TD22052025","Item220520722","SURGICAL MASKS","1500","each","10228702"
"1347","TD22052088","Item220520429","GEARBOX OIL ","210","each","10226928"
"1348","TD22052030","Item220520385","BRANDED SHIRTS","40","each","10221542"
"1349","TD22052086","Item220520660","NISSAN NP300 SUCTION CONTROL VALVE","10","each","10226921"
"1350","TD22052055","Item220520531","NISSAN NP300 IDLER ARM ","10","each","10226924"
"1351","TD22052018","Item220520909","NISSAN NP300 YD25 TIE ROD ","20","each","10226926"
"1352","TD2205207","Item220520820","TYRE 215 R 15","40","each","10222922"
"1353","TD2205207","Item220520840","TUBELESS VALVE 413","40","each","10222922"
"1354","TD22052014","Item220520880","SUPPLY AND FIT  CURTAINS","1","each","10229735"
"1355","TD2205209","Item22052062","TYRE 11R22.5","6","each","10222750"
"1356","TD22052074","Item22052020","TYRES 245/70R16","30","each","10222924"
"1357","TD22052074","Item220520687","TUBELESS VALVE 413","30","each","10222924"
"1358","TD22052077","Item220520481","NAVY BLUE HATS","20","each","10228110"
"1359","TD22052071","Item220520151","TIE ROD END OUTER ","50","each","10225012"
"1360","TD22052071","Item220520114","UPPER CONTROL ARM ","20","each","10225012"
"1361","TD22052063","Item220520595","NISSAN NP300 OIL COOLER","5","each","10226923"
"1362","TD22052022","Item220520965","NISSAN UD70 CHASSIS FILTER","10","each","10226921"
"1363","TD22052022","Item22052015","NISSAN UD90 CHASSIS FILTER","10","each","10226921"
"1364","TD22052064","Item220520322","NISSAN YD25 INJECTORS","8","each","10226925"
"1365","TD22052050","Item220520561","SLEEVE CRIMPING 185MM2","500","each","10230411"
"1366","TD22052036","Item22052078","SLEEVE CRIMPING 95MM2","500","each","10230410"
"1367","TD22052037","Item220520864","SLEEVE CRIMPING 185MM2","500","each","10229677"
"1368","TD2205208","Item220520713","SLEEVE CRIMPING 150MM2","500","each","10230413"
"1369","TD22052013","Item220520816","LUG CRIMPING 185MM X 12MM","500","each","10230408"
"1370","TD22052070","Item2205202","LUG CRIMPING 185MM X 16MM","500","each","10230409"
"1371","TD22052015","Item220520480","FERRULE SHEAR BOLTS 50-240MM2","50","each","10230245"
"1372","TD22052024","Item220520887","JOINTING KIT 120-185MM2 3C 11KV PILC","20","each","10230244"
"1373","TD22052130","Item220521945","WIRE GALV STAY 45 TON 7/12 STRAIN ","700","each","10229651"
"1374","TD2205213","Item220521986","WIRE GALV STAY 45 TON 7/12 STRAIN ","700","each","10229651"
"1375","TD22052169","Item220521342","CLAMP  G/TYPE 100MM","15","each","10230220"
"1376","TD22052169","Item220521743","INSUL DISC PORCELAIN 254 MM DIA 44KN","15","each","10230220"
"1377","TD22052118","Item220521204","CLAMP  G/TYPE 100MM","15","each","10230220"
"1378","TD22052118","Item220521435","INSUL DISC PORCELAIN 254 MM DIA 44KN","15","each","10230220"
"1379","TD22052141","Item220521518","STRAP SHACKLE MV C/W 16 MM BOLTS","300","each","10229778"
"1380","TD22052115","Item220521710","JOINTING KIT 120-185MM2 3C 11KV XLPE","20","each","10230553"
"1381","TD22052142","Item220521155","INSUL DISC PORCELAIN","246","each","10229975"
"1382","TD22052161","Item220521419","GUN CLAMP 50-100MM2 CAST IRON ","100","each","10229977"
"1383","TD22052161","Item220521942","STRAP TWISTED SHACKLE 16MM BOLT","80","each","10229977"
"1384","TD22052161","Item220521145","CHANNEL X-ARM ","24","each","10229977"
"1385","TD22052171","Item220521124","PIN INSUL 11KV GALV L/SHANK SMALL","500","each","10229780"
"1386","TD22052156","Item220521747","PIN INSUL 11KV GALV L/SHANK SMALL","500","each","10229780"
"1387","TD22052198","Item22052113","STAY WASHER 5/8 16MM","80","each","10229979"
"1388","TD22052144","Item220521696","WIRE GALV STAY 7/10","2000","each","10229981"
"1389","TD22052144","Item220521481","WIRE GALV 7/14","7000","each","10229981"
"1390","TD22052125","Item220521409","INSULATOR POLYMER STRING","150","each","10230430"
"1391","TD22052329","Item220523247","WIRE GALV STAY 45 TON 7/12 STRAIN ","700","each","10229651"
"1392","TD22052385","Item220523960","PIN INSUL 11KV GALV L/SHANK SMALL","500","each","10229780"
"1393","TD22052318","Item220523590","PIN INSUL 11KV GALV L/SHANK SMALL","500","each","10229780"
"1394","TD22052338","Item220523607","PIN INSUL 11KV GALV L/SHANK SMALL","500","each","10229781"
"1395","TD22052339","Item22052365","NISSAN UD70 CHASSIS FILTER","10","each","10226922"
"1396","TD22052339","Item220523979","NISSAN UD90 CHASSIS FILTER","10","each","10226922"
"1397","TD22052398","Item220523762","RING MAIN UNIT 2 WAY ","1","each","10226411"
"1398","TD22052326","Item220523188","RING MAIN UNIT 2 WAY ","1","each","10225613"
"1399","TD22052375","Item220523995","SURGICAL MASKS","1500","each","10228702"
"1400","TD22052396","Item220523420","SURGICAL MASKS","1500","each","10228702"
"1401","TD22052364","Item220523932","ALL IN ONE INTERACTIVE LED SCREEN","1","each","10229670"
"1402","TD22052355","Item220523221","CISCO 48 PORT SWITCH","3","each","10228208"
"1403","TD22052370","Item220523369","STAY WASHER 5/8 16MM","80","each","10229979"
"1404","TD22052357","Item220523440","SUCTION CONTRL VALVE","10","each","10226921"
"1405","TD2205231","Item220523141","BATTERY TERMINALS","50","each","10227312"
"1406","TD22052389","Item220523854","NISSAN NP300 YD25 OIL COOLER ","5","each","10226923"
"1407","TD22053162","Item220531110","CABLE TRENCHING","100","metres","10230059"
"1408","TD22053195","Item220531601","CABLE TRENCHING","200","metres","10226314"
"1409","TD22060110","Item220601127","HP  LASER JET ENTERPRISE MFP m 528 dn","1","each","10230578"
"1410","TD22060162","Item220601776","CABLE TRENCHING","50","metres","10230011"
"1411","TD22060141","Item220601816","12 000 BTU'S AIRCON","3","each","10229131"
"1412","TD22060141","Item220601561","48 000 BTU'S AIRCON","1","each","10229131"
"1413","TD22060138","Item220601932","PLATFORM FOR 2 POLE TRANSFORMER","1","each","10230935"
"1414","TD22060138","Item220601125","XARM STRAIN 100 X 50 X 32 CHANNEL00","3","each","10230935"
"1415","TD22060112","Item220601230","PLATFORM FOR 2 POLE TRANSFORMER","1","each","10230935"
"1416","TD22060112","Item220601641","XARM STRAIN 100 X 50 X 32 CHANNEL00","3","each","10230935"
"1417","TD2206018","Item220601446","BOLTS AND NUTS  GALV M16","3","each","10230932"
"1418","TD2206018","Item220601161","BOLTS AND NUTS GALV M16 X 160","4","each","10230932"
"1419","TD2206018","Item220601675","BOLTS AND NUTS M16 X 300","8","each","10230932"
"1420","TD22060152","Item220601233","INSUL DISC PORCELAIN 254 DIA 44KN","6","each","10230931"
"1421","TD22060152","Item220601245","EYE BOLT M16 X 180","6","each","10230931"
"1422","TD22060152","Item220601191","LUG CRIMPING 185 MM X  20MM","6","each","10230931"
"1423","TD22060237","Item220602585","BOLTS AND NUTS  GALV M16  X 100","3","each","10230932"
"1424","TD22060237","Item220602853","BOLTS AND NUTS GALV M16 X 160","4","each","10230932"
"1425","TD22060237","Item22060248","BOLTS AND NUTS M16 X 300","8","each","10230932"
"1426","TD22060253","Item220602447","12 000 BTU'S AIRCON","3","each","10229131"
"1427","TD22060253","Item220602723","48 000 BTU'S AIRCON","1","each","10229131"
"1428","TD22060299","Item220602800","SERVICE AND REPAIR OF 24 000 BTU'S","1","each","10217208"
"1429","TD22060299","Item22060293","SERVICE AND REPAIR 240   BTU'S","1","each","10217208"
"1430","TD22060299","Item220602872","SERVICE AND REPAIR 24 000 BTU'S","1","each","10217208"
"1431","TD22060299","Item220602117","SERVICE AND REPAIR LG","1","each","10217208"
"1432","TD22060240","Item220602135","SUPPLY AND FIT  CURTAINS","1","each","10229735"
"1433","TD22060217","Item220602892","XARM STRAIN 100 X BOXED 3200 MM LON50 MM ","7","each","10230672"
"1434","TD22060217","Item220602161","XARM CHANNEL STRAIN 11KV 2600 MM WD H PO","5","each","10230672"
"1435","TD22060217","Item22060276","XARM BOXED EARTHWIRE 33 KV 1730 X 100","7","each","10230672"
"1436","TD22060337","Item220603115","CABLE TRENCHING","250","metres","10230963"
"1437","TD22060314","Item220603778","CABLE TRENCHING","100","metres","10230961"
"1438","TD22060365","Item220603394","LINK STICKS 8 SECT EPOXY RESIN TRIANG XSEC","1","each","10228002"
"1439","TD22060333","Item220603760","CABLE TRENCHING","20","metres","10226320"
"1440","TD22060378","Item220603394","CABLE TRENCHING","15","each","10228201"
"1441","TD2206036","Item220603535","WORKERS COMMITTEE TRAINING","1","each","10231040"
"1442","TD22060387","Item220603480","CABLE TRENCHING","10","each","10226316"
"1443","TD22060344","Item220603773","CABLE TRENCHING","10","each","10226316"
"1444","TD22060358","Item220603213","CABLE TRENCHING","15","each","10226321"
"1445","TD22060324","Item220603509","CABLE TRENCHING","15","each","10226317"
"1446","TD22060343","Item220603758","WASHER ROUND TAPER GALV 16 MM 5/8","150","each","10230677"
"1447","TD22060343","Item220603846","BUCKLES 5/8 16 MM","100","each","10230677"
"1448","TD22060343","Item220603519","BANDIT STRAPPING 16 M H/G","3","each","10230677"
"1449","TD2206034","Item220603807","STAY WASHER  1000 X 100MM GAL 16 MMSQUARE","34","each","10230670"
"1450","TD2206034","Item220603678","BOLTS& NUTS GALV M 16 X 300","44","each","10230670"
"1451","TD2206034","Item220603202","BOLT & NUT GALVANISED M 16 X 200","18","each","10230670"
"1452","TD22060715","Item220607460","WIRE GALV STAY 7/10 STRAIN ","680","each","10230671"
"1453","TD22060715","Item220607783","WIRE GALV STAY 45 TON 7/14'' STRAIN''","2540","each","10230671"
"1454","TD22060815","Item22060847","STRAP TWISTED SHACKLE 16 MM BOLTS ","30","each","10230673"
"1455","TD22060815","Item220608702","CLAMP STRN. G/TYPE EA6 3 BOLT 100MM","69","each","10230673"
"1456","TD22060815","Item22060831","CLAMP STRN. S/TYPE .12/.38SCA UTS 80","30","each","10230673"
"1457","TD22060815","Item220608784","CLAMP STRN SNAIL.ESC.025","20","each","10230673"
"1458","TD22060815","Item220608739","CLAMP STRN.G/TYPE 2 BOLT 50 MM","20","each","10230673"
"1459","TD22060815","Item220608364","CLAMP SUSPENSION 16 MM","10","each","10230673"
"1460","TD22060850","Item220608495","TONNER HP 55A","20","each","10223016"
"1461","TD22060850","Item220608254","TONNER HP 05A","20","each","10223016"
"1462","TD22060866","Item220608794","CLAMP  G/TYPE 100MM","15","each","10230220"
"1463","TD22060866","Item22060821","INSUL DISC PORCELAIN 254 MM DIA 44KN","15","each","10230220"
"1464","TD2206147","Item220614204","VOIP IP HANDSETS ","4","each","10225691"
"1465","TD2206147","Item220614757","HANDS FREE SPEAKER TELEPHONE ANALOGUE","2","each","10225691"
"1466","TD22061482","Item220614325","HPCE411A 305A CYAN ","4","each","10229175"
"1467","TD22061482","Item220614906","HPCE412A 305A YELLOW","2","each","10229175"
"1468","TD22061482","Item220614659","HPCE413A 305A MAGENTA","2","each","10229175"
"1469","TD22061482","Item220614688","HPCE410A 305A BLACK","2","each","10229175"
"1470","TD22061571","Item22061514","VOIP IP HANDSETS","4","each","10225691"
"1471","TD22061571","Item220615468","HANDS FREE SPEAKER TELEPHONE ANALOGUE","2","each","10225691"
"1472","TD22061594","Item220615110","BOARD MV 6 WAY","1","each","10231385"
"1473","TD22061522","Item220615851","BOARD MV 6 WAY","1","each","10231385"
"1474","TD22061519","Item220615594","REFURBISHMENT OF STATICSTICS BOARDS","11","each","10228587"
"1475","TD22061765","Item220617550","IRON D-3.5SHACKLE TYPE INSUL. DWG","1000","each","10231186"
"1476","TD22061715","Item220617218","MCB S/P AC 60AMP","1000","each","10231026"
"1477","TD22062037","Item220620991","3 PLY SURGICAL FACE MASK","1450","each","10231435"
"1478","TD22062035","Item220620806","FIX AND SUPPLY PRECAST WALL","1","each","10231021"
"1479","TD22062095","Item220620772","FIX AND SUPPLY PRECAST WALL","1","each","10231021"
"1480","TD22062077","Item220620720","CURTAINS AND CURTAIN RODS","1","each","10230018"
"1481","TD22062281","Item220622592","JOINTING KIT 120-185MM2 3C 11KV XLPE","4","each","10231090"
"1482","TD22062281","Item220622850","JOINTING KIT 120-185MM2 3C 11KV PILC","4","each","10231090"
"1483","TD22062259","Item220622724","INSUL SHACKLE","1000","each","10231185"
"1484","TD22062229","Item220622695","FUSE LUCY POLE UNIT ","21","each","10231016"
"1485","TD22062314","Item220623115","HR MARK OUT CARDS","2500","each","10230153"
"1486","TD22062711","Item220627341","WINDING RESISTANCE TESTER","1","each","10226480"
"1487","TD22062777","Item220627620","CLAMP STRN G/TYPE 3 BOLT 100MM","15","each","10230220"
"1488","TD22062777","Item22062781","INSUL DISC PORCELAIN ","15","each","10230220"
"1489","TD22062728","Item220627988","D-IRON","36","each","10231204"
"1490","TD22062728","Item220627387","BOLT & NUT M16X180","25","each","10231204"
"1491","TD22062938","Item220629594","REFLECTIVE VESTS","150","each","10228548"
"1492","TD22062992","Item220629586","CABLE TRENCHING","50","metres","10231757"
"1493","TD22062993","Item220629355","CABLE TRENCHING","250","metres","10231753"
"1494","TD22062926","Item220629529","HP OMEN 17.3'' TOUCH LAPTOP","1","each","10226432"
"1495","TD22062954","Item220629383","HR MARK OUT CARDS","2500","each","10230153"
"1496","TD22070424","Item220704189","HP OMEN 17.3'' TOUCH LAPTOP","1","each","10226432"
"1497","TD22070472","Item220704236","THRUST BORING","20","metres","10232573"
"1498","TD22070450","Item220704293","CABLE TRENCHING","13","metres","10228987"
"1499","TD22070488","Item220704609","CURTAINS AND CURTAIN RODS","1","each","10230018"
"1500","TD22070494","Item220704280","LUG CRIMPING 120MM X 20MM","24","each","10228640"
"1501","TD22070494","Item220704837","LUG CRIMPING 35MM X 12MM ","3","each","10228640"
"1502","TD22070494","Item220704741","STAY PLATE 5/8 16MM","4","each","10228640"
"1503","TD22070494","Item220704938","STAY WASHER SQUARE 16MM","4","each","10228640"
"1504","TD22070427","Item220704753","INSUL DISC PORCELAIN","30","each","10228687"
"1505","TD22070414","Item220704715","stay plate galv 5/8 16mm","35","each","10228692"
"1506","TD22070414","Item220704912","WIRE GALV 7/8","640","each","10228692"
"1507","TD22070414","Item220704410","STAY WASHER SQUARE 1000 X 100MM 16MM","35","each","10228692"
"1508","TD22070429","Item220704791","JOINTING KIT 240-300MM2 3C 11KV PILC","10","each","10232112"
"1509","TD2207048","Item220704973","JOINTING KIT 120-185MM2 3C 11KV PILC","20","each","10228478"
"1510","TD22070590","Item220705799","26 A TONER CARTRIDGE","3","each","10232140"
"1511","TD22070550","Item220705857","JOINTING KIT 120-185MM2 3C 11KV XLPE","20","each","10228477"
"1512","TD22070617","Item220706281","LADDER EXTENSION 28FT 9M EXTENDABLE","59","each","10232687"
"1513","TD22070662","Item220706415","EYE BOLT M16X180","60","each","10228682"
"1514","TD22070662","Item220706869","STAY PLATE 5/8 16MM","25","each","10228682"
"1515","TD22070662","Item220706612","D-IRON","60","each","10228682"
"1516","TD22070673","Item220706801","LADDER EXT 38FT","18","each","10232656"
"1517","TD22070670","Item220706593","LADDER EXT 26FT","20","each","10232657"
"1518","TD22070625","Item220706284","LADDER EXT 36FT","18","each","10232656"
"1519","TD22070696","Item220706353","REPAIR AND SERVICE AIRCON","2","each","10232345"
"1520","TD22070635","Item220706776","LINK STICKS","4","each","10226465"
"1521","TD2207073","Item220707249","XEROX VERSALINK  YELLOW","6","each","10227454"
"1522","TD2207073","Item220707370","XEROX VERSALINK CYAN","3","each","10227454"
"1523","TD2207073","Item22070777","XEROX VERSALINK MAGENTA","3","each","10227454"
"1524","TD2207073","Item220707385","XEROX VERSALINK BLACK","3","each","10227454"
"1525","TD22070763","Item22070789","HP  LASER JET  MFP m 428 fdw","1","each","10230578"
"1526","TD22070873","Item220708388","HP  LASER JET  MFP m 428 fdw","1","each","10230578"
"1527","TD22070812","Item220708973","VOIP HANDSETS","4","each","10223111"
"1528","TD22070877","Item22070826","VOIP HANDSETS","4","each","10223111"
"1529","TD22070821","Item220708616","HANDFREE ANALOGUE","9","each","10221155"
"1530","TD22070897","Item220708259","HANDFREE ANALOGUE","9","each","10221155"
"1531","TD2207127","Item220712834","12 000 BTU'S AIRCON","3","each","10229131"
"1532","TD2207127","Item220712948","48 000 BTU'S AIRCON","1","each","10229131"
"1533","TD2207123","Item22071226","CURTAINS AND RODS","1","each","10230018"
"1534","TD22071369","Item220713108","I.D CARDS","45","each","10232126"
"1535","TD22071331","Item220713703","I.D CARDS","45","each","10232126"
"1536","TD22071422","Item220714402","HANDFREE ANALOGUE","9","each","10221155"
"1537","TD22071497","Item220714449","VOIP HANDSETS","4","each","10223111"
"1538","TD22071439","Item220714956","FUSE LUCY POLE UNIT 400A 440V TYPE MCB","12","each","10228998"
"1539","TD22071426","Item220714492","EARTH CLAMP CONNECTOR 11KV","10","each","10226558"
"1540","TD22071475","Item220714379","EARTH CLAMP CONNECTOR 11KV","10","each","10226558"
"1541","TD22071475","Item22071440","ACB 250A 600V 3 PHASE","1","each","10226558"
"1542","TD22071475","Item220714189","5/8 EARTH RODS/ SPIKES","5","each","10226558"
"1543","TD22071475","Item220714767","TXF PLATFORM 11 KV 4 POLE","1","each","10226558"
"1544","TD22071447","Item220714127","SAFETY SHOES ","100","each","10223613"
"1545","TD22071414","Item220714725","EYE BOLT M 16 X 180","60","each","10228682"
"1546","TD22071414","Item220714407","STAY PLATE GALV 5/8 X 6MM","25","each","10228682"
"1547","TD22071414","Item220714780","IRON D 3.5 SHACKLE TYPE INSUL DWG","25","each","10228682"
"1548","TD22071424","Item220714944","INSPECTION AND REPAIR OF FIRE ALARM","1","each","10232636"
"1549","TD2207146","Item220714345","WOODEN GUARD ROOMS","4","each","10230147"
"1550","TD22071816","Item22071852","CABLE, 120MM2 4C CU PVC/SWA 660V","30","each","10221494"
"1551","TD22071849","Item220718622","FERRULE SHEAR BOLTS 50-240MM2","50","each","10231896"
"1552","TD22071877","Item220718555","RING MAIN UNIT","2","each","10231384"
"1553","TD22071979","Item220719573","METAL CLAD STEEL SUBSTATION KIOSK","1","each","10232754"
"1554","TD22071938","Item220719199","BOARD MV 8- WAY","1","each","10232755"
"1555","TD22071964","Item220719321","BOARD MV 8-WAY","1","each","10232755"
"1556","TD22071929","Item220719670","METAL CLAD STEEL SUBSTATION KIOSK","1","each","10232754"
"1557","TD2207224","Item220722506","GUARDROOMS","3","each","10233255"
"1558","TD22072237","Item220722573","GUARDROOMS","3","each","10233255"
"1559","TD22072283","Item22072286","LINK STICKS 8 SECT EPOXY RESIN TRIANG XSEC","1","each","10232985"
"1560","TD22072244","Item22072295","LUG CRIMPING 185MM X 12MM","20","each","10228457"
"1561","TD22072244","Item220722395","BOLTS AND NUTS GALV M12 X 50","24","each","10228457"
"1562","TD22072244","Item220722876","BOLTS AND NUTS M16 X 70","24","each","10228457"
"1563","TD22072260","Item220722710","TERM KITS 120-185MM 3C PILC O/D","20","each","10225940"
"1564","TD22072241","Item220722898","JOINTING KITS 50-95 MM2 3C 11KV PILC","20","each","10230939"
"1565","TD22072225","Item220722925","REFUSE COLLECTION FOR 6 MONTHS","1","each","10228920"
